county,fl_site_limit,tiv_2012,fl_site_deductible,point_longitude,point_granularity
MADISON COUNTY,0,5507333.98,0,-83.41918,1
MADISON COUNTY,0,364322,0,-83.41918,1
MADISON COUNTY,0,21299.69,0,-83.41918,1
MADISON COUNTY,0,34796.79,0,-83.41918,1
MADISON COUNTY,0,56558.84,0,-83.41918,1
MADISON COUNTY,0,120861.3,0,-83.41918,1
MADISON COUNTY,0,105401.57,0,-83.41993,1
MADISON COUNTY,0,1615141.93,0,-83.4077,4
MADISON COUNTY,0,12610.35,0,-83.43244,4
MADISON COUNTY,0,14489.49,0,-83.412425,4
MADISON COUNTY,0,106678.47,0,-83.416905,1
MADISON COUNTY,0,26321.41,0,-83.416905,1
MADISON COUNTY,0,16229.17,0,-83.420805,4
MADISON COUNTY,0,71579.57,0,-83.4077,4
MADISON COUNTY,0,67729.95,0,-83.416905,1
MADISON COUNTY,0,48513.4,0,-83.4077,3
MADISON COUNTY,0,1356658,0,-83.410565,3
MADISON COUNTY,0,8271.61,0,-83.4077,4
MADISON COUNTY,0,422311.39,0,-83.4077,4
MADISON COUNTY,0,35145.89,0,-83.4077,4
MADISON COUNTY,0,1011924.81,0,-83.416905,1
MADISON COUNTY,0,2001.8,0,-83.415154,1
MADISON COUNTY,0,659205.27,0,-83.41609,3
MADISON COUNTY,0,11652.75,0,-83.4077,4
MADISON COUNTY,0,101056.69,0,-83.40593,3
MADISON COUNTY,0,53029.41,0,-83.416905,1
MADISON COUNTY,0,114946.5,0,-83.416905,1
MADISON COUNTY,0,155600.97,0,-83.416905,1
MADISON COUNTY,0,90888.38,0,-83.416905,1
MADISON COUNTY,0,122275.7,0,-83.416905,1
MADISON COUNTY,0,89982.09,0,-83.416905,1
MADISON COUNTY,0,1068054.05,0,-83.416905,1
MADISON COUNTY,0,1821013.01,0,-83.408203,1
MADISON COUNTY,0,253203.67,0,-83.4077,4
MADISON COUNTY,0,621820.76,0,-83.4077,4
MADISON COUNTY,0,94133.77,0,-83.4077,4
MADISON COUNTY,0,323663.14,0,-83.4077,4
MADISON COUNTY,0,204646.56,0,-83.4077,4
MADISON COUNTY,0,812657.88,0,-83.40936,1
MADISON COUNTY,0,11916.28,0,-83.40936,1
MADISON COUNTY,0,38638.32,0,-83.40936,1
MADISON COUNTY,0,1520929.98,0,-83.443359,1
MADISON COUNTY,0,1443614.79,0,-83.443359,1
MADISON COUNTY,0,1278393.39,0,-83.443359,1
MADISON COUNTY,0,5383829.77,0,-83.443359,1
MADISON COUNTY,0,2330366.87,0,-83.451988,1
MADISON COUNTY,0,618885.5,0,-83.40091,1
GADSDEN COUNTY,0,277532.97,0,-84.45804,3
JEFFERSON COUNTY,0,985798.6,0,-83.870392,1
JEFFERSON COUNTY,180460.8,332544.14,0,-83.9217,3
JEFFERSON COUNTY,45900,43660.08,0,-83.872536,1
JEFFERSON COUNTY,0,586806.44,0,-83.848615,1
JEFFERSON COUNTY,0,465912.13,0,-83.848615,1
JEFFERSON COUNTY,0,468162.85,0,-83.916855,1
JEFFERSON COUNTY,0,216517.46,0,-83.916855,1
JEFFERSON COUNTY,0,14530.73,0,-83.916855,1
JEFFERSON COUNTY,0,47437.49,0,-83.916855,1
JEFFERSON COUNTY,0,19626.35,0,-83.916855,1
JEFFERSON COUNTY,0,22438.08,0,-83.916855,1
JEFFERSON COUNTY,0,815140.19,0,-83.9001,4
JEFFERSON COUNTY,0,909346.38,0,-83.984932,1
JEFFERSON COUNTY,0,509169.95,0,-83.972665,1
JEFFERSON COUNTY,0,520082.99,0,-83.9001,4
JEFFERSON COUNTY,0,155750.31,0,-83.868523,3
JEFFERSON COUNTY,0,80796.06,0,-83.875465,3
JEFFERSON COUNTY,0,452703.45,0,-83.871391,1
JEFFERSON COUNTY,0,134749.4,0,-83.871391,1
JEFFERSON COUNTY,0,42456.11,0,-83.875702,3
JEFFERSON COUNTY,0,60573.23,0,-83.87558,3
JEFFERSON COUNTY,0,57462.71,0,-83.9001,3
JEFFERSON COUNTY,0,66126.96,0,-83.864334,3
JEFFERSON COUNTY,0,42025.17,0,-83.864334,3
JEFFERSON COUNTY,0,997814.57,0,-83.883484,1
JEFFERSON COUNTY,0,829597.76,0,-83.880783,1
JEFFERSON COUNTY,0,27905.54,0,-83.872871,3
JEFFERSON COUNTY,0,92877.43,0,-83.9001,3
JEFFERSON COUNTY,0,153722.1,0,-83.870201,1
JEFFERSON COUNTY,0,6964.49,0,-83.86926,3
JEFFERSON COUNTY,0,78846.13,0,-83.870987,3
JEFFERSON COUNTY,0,18052.1,0,-83.870987,3
JEFFERSON COUNTY,0,254062.41,0,-83.869141,1
JEFFERSON COUNTY,0,9732.16,0,-83.869141,1
JEFFERSON COUNTY,0,1593615.1,0,-83.871483,1
JEFFERSON COUNTY,0,441379.91,0,-83.875648,4
JEFFERSON COUNTY,0,51569.75,0,-83.875648,4
JEFFERSON COUNTY,0,509209.24,0,-83.8591,1
JEFFERSON COUNTY,0,948984.94,0,-83.8591,1
JEFFERSON COUNTY,0,22525.67,0,-83.8591,1
JEFFERSON COUNTY,0,432993.97,0,-83.861794,3
JEFFERSON COUNTY,0,789735.81,0,-83.861794,3
JEFFERSON COUNTY,0,5081927.55,0,-83.861794,3
JEFFERSON COUNTY,0,325280.62,0,-83.861794,3
JEFFERSON COUNTY,0,571393.39,0,-83.881279,1
JEFFERSON COUNTY,0,902935.17,0,-83.881279,1
JEFFERSON COUNTY,0,1350072.89,0,-83.881279,1
JEFFERSON COUNTY,0,1457779.22,0,-83.881279,1
JEFFERSON COUNTY,0,1994363.4,0,-83.881279,1
JEFFERSON COUNTY,0,4607420.79,0,-83.881279,1
JEFFERSON COUNTY,0,150238.59,0,-83.875404,4
JEFFERSON COUNTY,0,10517.02,0,-83.870201,1
JEFFERSON COUNTY,0,277110.35,0,-83.866295,4
JEFFERSON COUNTY,0,143879.56,0,-83.864125,4
JEFFERSON COUNTY,0,102897.15,0,-83.869725,4
JEFFERSON COUNTY,0,4370.26,0,-83.8661,4
JEFFERSON COUNTY,0,5299.78,0,-83.869725,4
WAKULLA COUNTY,0,129326.6,0,-84.39816,1
WAKULLA COUNTY,0,438618.08,0,-84.386,3
WAKULLA COUNTY,0,24224.12,0,-84.343582,1
WAKULLA COUNTY,0,13922.5,0,-84.385147,1
WAKULLA COUNTY,0,15144.32,0,-84.382965,1
WAKULLA COUNTY,0,15763.97,0,-84.382713,1
WAKULLA COUNTY,0,13500.69,0,-84.343643,1
WAKULLA COUNTY,0,21774.89,0,-84.388802,1
WAKULLA COUNTY,0,30368.79,0,-84.388031,1
WAKULLA COUNTY,0,223259.54,0,-84.389069,1
TAYLOR COUNTY,0,8920044,0,-83.58924,1
TAYLOR COUNTY,78570,107228.41,0,-83.61212,1
TAYLOR COUNTY,101124,123678.7,0,-83.577179,1
TAYLOR COUNTY,5967,6941.67,0,-83.577179,1
TAYLOR COUNTY,19890,16000.71,0,-83.577179,1
TAYLOR COUNTY,1654830,2441048.01,0,-83.577332,1
TAYLOR COUNTY,2655972,3324910.42,0,-83.577332,1
TAYLOR COUNTY,337176,314474.61,0,-83.577332,1
TAYLOR COUNTY,118026,102688.29,0,-83.577332,1
TAYLOR COUNTY,19890,27353.13,0,-83.577332,1
TAYLOR COUNTY,555426,756762.37,0,-83.570908,1
TAYLOR COUNTY,1069650,972825.28,0,-83.570908,1
TAYLOR COUNTY,12033,11659.98,0,-83.570908,1
TAYLOR COUNTY,15003,16892.36,0,-83.570908,1
TAYLOR COUNTY,123921,185299.69,0,-83.570908,1
TAYLOR COUNTY,14400,20985.12,0,-83.570908,1
TAYLOR COUNTY,31833,24682.99,0,-83.570908,1
TAYLOR COUNTY,47745,39583.42,0,-83.570908,1
TAYLOR COUNTY,89631,91148.27,0,-83.570908,1
TAYLOR COUNTY,3075003,2546717.48,0,-83.623581,1
TAYLOR COUNTY,4878,5062.75,0,-83.623581,1
TAYLOR COUNTY,2259,1954.67,0,-83.623581,1
TAYLOR COUNTY,74610,83085.7,0,-83.623581,1
TAYLOR COUNTY,8955,14668.29,0,-83.623581,1
TAYLOR COUNTY,34821,56276.31,0,-83.623581,1
TAYLOR COUNTY,132822,152684.2,0,-83.623581,1
TAYLOR COUNTY,11340000,16380000,0,-83.57014,1
TAYLOR COUNTY,111456,144618.17,0,-83.57014,1
TAYLOR COUNTY,7542,10356.64,0,-83.57014,1
TAYLOR COUNTY,101124,79486.3,0,-83.57014,1
TAYLOR COUNTY,101124,128953.73,0,-83.57014,1
TAYLOR COUNTY,19890,25790.13,0,-83.57014,1
TAYLOR COUNTY,2493,3350.59,0,-83.57014,1
TAYLOR COUNTY,4473,6865.14,0,-83.57014,1
TAYLOR COUNTY,198459,206937.17,0,-83.57014,1
TAYLOR COUNTY,293148,446819.11,0,-83.57294,1
TAYLOR COUNTY,9081,15140.52,0,-83.57294,1
TAYLOR COUNTY,4473,7908.62,0,-83.57294,1
TAYLOR COUNTY,263610,297352.08,0,-83.57294,1
TAYLOR COUNTY,34821,24569.7,0,-83.57294,1
TAYLOR COUNTY,186408,174297.82,0,-83.57877,1
TAYLOR COUNTY,832779,697722.23,0,-83.573,1
TAYLOR COUNTY,5720067,4601982.66,0,-83.56469,1
TAYLOR COUNTY,184554,290995.52,0,-83.56469,1
TAYLOR COUNTY,11943,17982.72,0,-83.56469,1
TAYLOR COUNTY,89523,126475.23,0,-83.56469,1
TAYLOR COUNTY,2898,3201.3,0,-83.56891,1
TAYLOR COUNTY,74214,70235.09,0,-83.56891,1
TAYLOR COUNTY,47934,68904.17,0,-83.56891,1
TAYLOR COUNTY,0,152449.87,0,-83.6171,3
TAYLOR COUNTY,0,109610.03,0,-83.606018,1
TAYLOR COUNTY,0,663344.04,0,-83.581245,1
TAYLOR COUNTY,0,12780000,0,-83.582069,1
TAYLOR COUNTY,0,374063.58,0,-83.57099,1
TAYLOR COUNTY,0,460001.42,0,-83.572035,4
TAYLOR COUNTY,0,53165.08,0,-83.572035,4
TAYLOR COUNTY,0,1404265.83,0,-83.576355,1
TAYLOR COUNTY,0,169830.27,0,-83.56705,3
TAYLOR COUNTY,0,1687829.94,0,-83.566071,1
TAYLOR COUNTY,0,47851.34,0,-83.57099,1
TAYLOR COUNTY,0,5135026.4,0,-83.5833,1
TAYLOR COUNTY,0,301248.18,0,-83.6171,4
TAYLOR COUNTY,0,238711.36,0,-83.6171,4
TAYLOR COUNTY,0,28961.64,0,-83.6171,4
TAYLOR COUNTY,0,108313.12,0,-83.6171,4
TAYLOR COUNTY,0,19849.26,0,-83.592377,1
TAYLOR COUNTY,0,1523449.41,0,-83.6171,4
TAYLOR COUNTY,0,316022.7,0,-83.58178,1
TAYLOR COUNTY,0,776361.31,0,-83.58142,1
TAYLOR COUNTY,0,84883,0,-83.6171,4
TAYLOR COUNTY,0,58522.52,0,-83.6171,4
TAYLOR COUNTY,0,73106.91,0,-83.6171,4
TAYLOR COUNTY,0,523654.22,0,-83.584793,1
TAYLOR COUNTY,0,4820250.53,0,-83.59763,1
TAYLOR COUNTY,0,280258.49,0,-83.59763,1
TAYLOR COUNTY,0,59657.59,0,-83.583839,1
TAYLOR COUNTY,0,11247.72,0,-83.6171,4
TAYLOR COUNTY,0,19851.87,0,-83.5973,3
TAYLOR COUNTY,0,18954.36,0,-83.600095,3
TAYLOR COUNTY,0,20685.26,0,-83.60192,4
TAYLOR COUNTY,0,10516.81,0,-83.59071,3
TAYLOR COUNTY,0,15327.18,0,-83.57347,3
TAYLOR COUNTY,0,23650.15,0,-83.6171,4
TAYLOR COUNTY,0,12199.33,0,-83.6171,4
TAYLOR COUNTY,0,6423.84,0,-83.585805,3
TAYLOR COUNTY,0,120786.48,0,-83.58499,1
TAYLOR COUNTY,0,18237.03,0,-83.58161,1
TAYLOR COUNTY,0,383890.78,0,-83.570808,1
TAYLOR COUNTY,0,10063.02,0,-83.570808,1
TAYLOR COUNTY,0,67434.23,0,-83.570808,1
TAYLOR COUNTY,0,567891.16,0,-83.583954,1
TAYLOR COUNTY,0,527715.35,0,-83.56848,1
TAYLOR COUNTY,0,506492.66,0,-83.5706,3
TAYLOR COUNTY,0,706066.88,0,-83.526924,1
TAYLOR COUNTY,0,1418059.81,0,-83.58476,1
TAYLOR COUNTY,0,1855965.1,0,-83.58274,1
TAYLOR COUNTY,0,155734.32,0,-83.56062,3
TAYLOR COUNTY,0,48634.68,0,-83.5706,3
TAYLOR COUNTY,0,231607.59,0,-83.595589,1
MADISON COUNTY,5580,5568.39,0,-83.29837,3
MADISON COUNTY,0,6108019.94,0,-83.3362,4
MADISON COUNTY,0,1646461.95,0,-83.3362,4
MADISON COUNTY,0,13024.74,0,-83.3362,4
MADISON COUNTY,0,124680.72,0,-83.3362,4
MADISON COUNTY,0,71939.34,0,-83.3362,4
GADSDEN COUNTY,1704240,2818840.23,0,-84.57614,1
GADSDEN COUNTY,9900,13498.06,0,-84.790314,3
GADSDEN COUNTY,0,11843.65,0,-84.56553,1
GADSDEN COUNTY,0,3804.74,0,-84.56553,1
GADSDEN COUNTY,0,4463.56,0,-84.56553,1
GADSDEN COUNTY,0,7195554.6,0,-84.57146,1
GADSDEN COUNTY,51570000,60750000,0,-84.593544,4
GADSDEN COUNTY,0,243005.55,0,-84.59232,3
GADSDEN COUNTY,0,773894.15,0,-84.6302,4
GADSDEN COUNTY,0,29389.77,0,-84.6302,4
GADSDEN COUNTY,0,58004.56,0,-84.609305,3
GADSDEN COUNTY,0,371510.57,0,-84.58149,4
GADSDEN COUNTY,0,141785.58,0,-84.558708,3
GADSDEN COUNTY,0,153864.94,0,-84.60971,3
GADSDEN COUNTY,0,316494.06,0,-84.59117,3
GADSDEN COUNTY,0,46969.92,0,-84.608192,1
GADSDEN COUNTY,0,50088.36,0,-84.547965,3
GADSDEN COUNTY,0,81943.95,0,-84.547965,3
GADSDEN COUNTY,0,337131.81,0,-84.547965,3
GADSDEN COUNTY,0,50626.34,0,-84.554756,3
GADSDEN COUNTY,0,120673.44,0,-84.594841,1
GADSDEN COUNTY,0,4256.94,0,-84.594841,1
GADSDEN COUNTY,0,5633.46,0,-84.594841,1
GADSDEN COUNTY,0,77513.02,0,-84.583076,1
GADSDEN COUNTY,0,309846.44,0,-84.59404,1
GADSDEN COUNTY,0,56543.83,0,-84.59404,1
GADSDEN COUNTY,0,1192737.73,0,-84.578819,3
GADSDEN COUNTY,0,1172857.37,0,-84.581131,3
GADSDEN COUNTY,0,1898349.5,0,-84.5957,1
GADSDEN COUNTY,0,954424.15,0,-84.578819,3
GADSDEN COUNTY,0,877791.55,0,-84.578819,3
GADSDEN COUNTY,0,245613.03,0,-84.5957,1
GADSDEN COUNTY,0,631862.76,0,-84.5957,1
GADSDEN COUNTY,0,1349701.04,0,-84.5957,1
GADSDEN COUNTY,0,684386.84,0,-84.5957,1
GADSDEN COUNTY,0,479968.12,0,-84.582726,3
GADSDEN COUNTY,0,1328108.61,0,-84.582726,3
GADSDEN COUNTY,0,1157835.86,0,-84.581131,1
GADSDEN COUNTY,0,743823.58,0,-84.58011,1
GADSDEN COUNTY,0,2382845.93,0,-84.58011,1
GADSDEN COUNTY,0,210009.27,0,-84.577003,1
GADSDEN COUNTY,0,381935.29,0,-84.577003,1
GADSDEN COUNTY,0,1075953.46,0,-84.60111,1
GADSDEN COUNTY,0,635426.36,0,-84.60111,1
GADSDEN COUNTY,0,721004.51,0,-84.60111,1
GADSDEN COUNTY,0,677504.15,0,-84.60111,1
GADSDEN COUNTY,0,458912.63,0,-84.60111,1
GADSDEN COUNTY,0,7615.64,0,-84.58011,1
GADSDEN COUNTY,0,719673.58,0,-84.60111,1
GADSDEN COUNTY,0,359332.85,0,-84.60111,1
GADSDEN COUNTY,0,77815.05,0,-84.59269,1
GADSDEN COUNTY,0,15163.72,0,-84.621254,1
GADSDEN COUNTY,0,2232414.89,0,-84.592461,1
GADSDEN COUNTY,0,48061.54,0,-84.62843,1
GADSDEN COUNTY,0,323586.19,0,-84.57734,1
GADSDEN COUNTY,0,243036.38,0,-84.57159,1
GADSDEN COUNTY,0,15458.42,0,-84.571014,1
GADSDEN COUNTY,0,175992.03,0,-84.575783,1
GADSDEN COUNTY,0,265977.4,0,-84.57159,1
GADSDEN COUNTY,0,199266.47,0,-84.58374,1
GADSDEN COUNTY,0,96192.2,0,-84.550697,1
GADSDEN COUNTY,162000,145297.15,0,-84.666603,1
GADSDEN COUNTY,124920,96730.05,0,-84.694962,4
GADSDEN COUNTY,49500,45821.16,0,-84.666267,1
GADSDEN COUNTY,27000,22702.68,0,-84.666183,1
GADSDEN COUNTY,9180,14045.4,0,-84.66649,1
GADSDEN COUNTY,7200,8653.13,0,-84.666229,1
GADSDEN COUNTY,0,807429.16,0,-84.673492,3
GADSDEN COUNTY,0,3099419.79,0,-84.5802,1
GADSDEN COUNTY,0,49985.74,0,-84.580269,1
GADSDEN COUNTY,0,1106939.73,0,-84.580269,1
GADSDEN COUNTY,0,59644.05,0,-84.580269,1
GADSDEN COUNTY,0,594848.16,0,-84.580139,1
GADSDEN COUNTY,0,1350404.89,0,-84.6084,1
GADSDEN COUNTY,0,248294.66,0,-84.693848,4
GADSDEN COUNTY,0,10797.15,0,-84.555176,1
GADSDEN COUNTY,0,4373.99,0,-84.555176,1
GADSDEN COUNTY,0,628380.6,0,-84.555176,1
GADSDEN COUNTY,0,8151.08,0,-84.555176,1
GADSDEN COUNTY,0,27198.92,0,-84.555176,1
GADSDEN COUNTY,0,204631.5,0,-84.555176,1
GADSDEN COUNTY,0,18693.71,0,-84.555176,1
GADSDEN COUNTY,0,80418.24,0,-84.555176,1
GADSDEN COUNTY,0,75028.56,0,-84.555176,1
GADSDEN COUNTY,0,45473.01,0,-84.5924,4
GADSDEN COUNTY,0,4631.93,0,-84.750695,3
GADSDEN COUNTY,0,80691.4,0,-84.750695,3
WAKULLA COUNTY,0,52937.5,0,-84.212036,1
WAKULLA COUNTY,0,40909.73,0,-84.21034,3
WAKULLA COUNTY,0,210481.26,0,-84.20502,1
WAKULLA COUNTY,0,7038.41,0,-84.2076,3
WAKULLA COUNTY,0,89957.35,0,-84.20502,1
WAKULLA COUNTY,1557000,2718029.99,0,-84.49633,1
WAKULLA COUNTY,1530000,1816148.25,0,-84.4406,4
WAKULLA COUNTY,1305000,2091001.5,0,-84.4903,4
WAKULLA COUNTY,67500,75014.1,0,-84.4406,4
WAKULLA COUNTY,0,3738547.08,0,-84.493286,1
WAKULLA COUNTY,0,1346062.64,0,-84.493286,1
WAKULLA COUNTY,0,476865.24,0,-84.493286,1
WAKULLA COUNTY,0,425763.83,0,-84.493286,1
WAKULLA COUNTY,0,43270.49,0,-84.493286,1
WAKULLA COUNTY,0,69314.97,0,-84.41966,1
WAKULLA COUNTY,0,20182.57,0,-84.49747,1
WAKULLA COUNTY,0,52942.13,0,-84.49131,1
WAKULLA COUNTY,0,52234.51,0,-84.498085,1
WAKULLA COUNTY,0,571305.28,0,-84.4903,3
WAKULLA COUNTY,0,914757.31,0,-84.4903,3
TAYLOR COUNTY,480009.6,702754.21,0,-83.3508,4
TAYLOR COUNTY,101124,100488.94,0,-83.3637,4
TAYLOR COUNTY,101124,81571.88,0,-83.3637,4
TAYLOR COUNTY,101124,153917.81,0,-83.3637,4
TAYLOR COUNTY,7956,6523.45,0,-83.3637,4
TAYLOR COUNTY,17901,22312.52,0,-83.3637,4
TAYLOR COUNTY,9594,10055.57,0,-83.3637,4
TAYLOR COUNTY,3366,3029.4,0,-83.3637,4
TAYLOR COUNTY,0,25640.72,0,-83.3637,4
TAYLOR COUNTY,0,147158.2,0,-83.3637,4
TAYLOR COUNTY,0,65448.01,0,-83.3637,4
TAYLOR COUNTY,0,70541.41,0,-83.373245,1
TAYLOR COUNTY,0,562448.51,0,-83.361763,1
TAYLOR COUNTY,0,101051.48,0,-83.3637,3
LEON COUNTY,2607778.8,2074748.81,0,-84.36219,1
LEON COUNTY,1489256.1,1404469.77,0,-84.36219,1
LEON COUNTY,2459664,2433084.87,0,-84.36219,1
LEON COUNTY,1379278.8,1800962.95,0,-84.36219,1
LEON COUNTY,1212261.3,1724708.4,0,-84.36219,1
BAY COUNTY,0,603977.31,0,-85.61912,1
BAY COUNTY,0,4910.28,0,-85.6523,1
BAY COUNTY,0,6127.5,0,-85.6523,1
BAY COUNTY,0,445144.05,0,-85.6523,1
BAY COUNTY,0,507890.63,0,-85.688286,1
BAY COUNTY,0,609949.67,0,-85.688286,1
BAY COUNTY,0,1990253.8,0,-85.68761,1
BAY COUNTY,0,30979.1,0,-85.68761,1
BAY COUNTY,0,33742.14,0,-85.62571,3
BAY COUNTY,0,1937764.99,0,-85.62571,3
BAY COUNTY,0,13568.27,0,-85.62571,3
BAY COUNTY,0,1482060.5,0,-85.727806,1
BAY COUNTY,0,2442411.94,0,-85.727806,1
BAY COUNTY,0,3863781.7,0,-85.727806,1
BAY COUNTY,0,193946.51,0,-85.727806,1
BAY COUNTY,0,365080.27,0,-85.727806,1
BAY COUNTY,0,1416769.38,0,-85.727806,1
BAY COUNTY,0,17280000,0,-85.727806,1
BAY COUNTY,0,440924.21,0,-85.727806,1
BAY COUNTY,0,1877636.76,0,-85.727806,1
BAY COUNTY,0,6263152.2,0,-85.727806,1
BAY COUNTY,4689540,4713212.8,0,-85.65995,1
BAY COUNTY,0,1101748.41,0,-85.661537,1
BAY COUNTY,0,1679201.25,0,-85.70124,1
BAY COUNTY,0,839939.95,0,-85.647987,1
BAY COUNTY,0,232449.93,0,-85.695297,1
BAY COUNTY,0,439330.16,0,-85.61415,1
BAY COUNTY,244716.3,184371.22,0,-85.64769,1
BAY COUNTY,3305397.6,2942597.16,0,-85.681587,1
BAY COUNTY,1462500,2592354.38,0,-85.67109,1
BAY COUNTY,0,2061676.81,0,-85.69176,1
BAY COUNTY,326592,238971.29,0,-85.660217,1
BAY COUNTY,521640,460908.06,0,-85.616501,1
BAY COUNTY,279936,318925.49,0,-85.62582,3
BAY COUNTY,41472,55239.87,0,-85.64001,1
BAY COUNTY,447066,536228.84,0,-85.616501,1
BAY COUNTY,5617530,5000214.01,0,-85.64852,1
BAY COUNTY,10530000,15930000,0,-85.637611,1
BAY COUNTY,21690000,36270000,0,-85.616501,1
BAY COUNTY,49320000,58590000,0,-85.61483,1
BAY COUNTY,620129.7,954801.92,0,-85.69146,1
BAY COUNTY,572239.8,704942.21,0,-85.689232,1
BAY COUNTY,562500,835380,0,-85.672066,1
BAY COUNTY,781322.4,1323197.61,0,-85.65401,1
BAY COUNTY,108166.5,135527.76,0,-85.65401,1
BAY COUNTY,60779.7,77434.19,0,-85.65401,1
BAY COUNTY,1888047,2747674.8,0,-85.66463,1
BAY COUNTY,3923591.4,5896687.04,0,-85.665119,1
BAY COUNTY,45000,33313.68,0,-85.65803,1
BAY COUNTY,2700000,2744820,0,-85.692125,3
BAY COUNTY,5362318.8,9360000,0,-85.658989,1
BAY COUNTY,4865618.7,8945683.26,0,-85.66701,1
BAY COUNTY,235548,307656.78,0,-85.6212,3
BAY COUNTY,81000,73956.24,0,-85.630895,3
BAY COUNTY,0,244548.41,0,-85.69244,1
BAY COUNTY,13000.5,21476.25,0,-85.69244,1
BAY COUNTY,0,196606.57,0,-85.69244,1
BAY COUNTY,4990.5,4475.96,0,-85.69244,1
BAY COUNTY,0,182276.71,0,-85.69244,1
BAY COUNTY,40012.2,37776.96,0,-85.69244,1
BAY COUNTY,9806.4,8302.1,0,-85.69244,1
BAY COUNTY,2941.2,2690.14,0,-85.69244,1
BAY COUNTY,40021.2,50202.59,0,-85.69244,1
BAY COUNTY,0,138630.68,0,-85.69244,1
BAY COUNTY,0,9841.14,0,-85.69244,1
BAY COUNTY,0,53472.59,0,-85.69244,1
BAY COUNTY,0,18192.86,0,-85.69244,1
BAY COUNTY,0,20004.57,0,-85.69244,1
BAY COUNTY,9446.4,13330.76,0,-85.69244,1
BAY COUNTY,0,193286.32,0,-85.69244,1
BAY COUNTY,585000,488007,0,-85.69244,1
BAY COUNTY,23501.7,22614.93,0,-85.69244,1
BAY COUNTY,0,13611.51,0,-85.69244,1
BAY COUNTY,0,8957.32,0,-85.69244,1
BAY COUNTY,0,7146.43,0,-85.69244,1
BAY COUNTY,0,7291.45,0,-85.69244,1
BAY COUNTY,1008506.7,1183038.87,0,-85.65996,1
BAY COUNTY,0,15071.92,0,-85.615944,1
BAY COUNTY,0,12644.04,0,-85.690994,1
BAY COUNTY,0,491086.44,0,-85.6523,4
BAY COUNTY,0,415731.44,0,-85.6523,4
BAY COUNTY,0,1031833.77,0,-85.62765,4
BAY COUNTY,0,23426.14,0,-85.6523,4
BAY COUNTY,0,14526.36,0,-85.6523,3
BAY COUNTY,0,12636.97,0,-85.6523,4
BAY COUNTY,0,19712.7,0,-85.6523,4
BAY COUNTY,0,21744.09,0,-85.681855,3
BAY COUNTY,0,562006.42,0,-85.62765,4
BAY COUNTY,0,54358.39,0,-85.6523,4
BAY COUNTY,0,19198.79,0,-85.891045,4
BAY COUNTY,0,2852630.38,0,-85.6523,1
BAY COUNTY,0,336959.48,0,-85.63311,1
BAY COUNTY,0,190717.71,0,-85.6523,1
BAY COUNTY,0,116703.78,0,-85.64817,3
BAY COUNTY,0,22230000,0,-85.6377,1
BAY COUNTY,0,283648.84,0,-85.6896,1
BAY COUNTY,0,1636294.45,0,-85.689329,1
BAY COUNTY,0,122362.68,0,-85.6523,4
BAY COUNTY,0,39696.94,0,-85.6523,1
BAY COUNTY,0,178396.87,0,-85.706924,1
BAY COUNTY,0,1111889.14,0,-85.649788,1
BAY COUNTY,0,197957.93,0,-85.653668,1
BAY COUNTY,0,927105.86,0,-85.653668,1
BAY COUNTY,0,311087.27,0,-85.70123,1
BAY COUNTY,0,1003179.61,0,-85.653534,1
BAY COUNTY,0,644792.74,0,-85.616501,1
BAY COUNTY,0,132329.93,0,-85.615234,1
BAY COUNTY,0,4534.16,0,-85.6523,4
BAY COUNTY,0,5928.97,0,-85.65961,3
BAY COUNTY,0,5258.51,0,-85.66055,3
BAY COUNTY,0,5819.63,0,-85.65785,3
BAY COUNTY,0,4776.21,0,-85.6212,3
BAY COUNTY,0,5165.86,0,-85.60955,3
BAY COUNTY,0,6040.02,0,-85.603135,4
BAY COUNTY,0,46965.4,0,-85.65361,3
BAY COUNTY,0,70546.06,0,-85.61504,1
BAY COUNTY,0,728870.4,0,-85.64839,1
BAY COUNTY,0,1029431.59,0,-85.70232,1
BAY COUNTY,0,459131.45,0,-85.702477,1
BAY COUNTY,0,133092.72,0,-85.5632,3
BAY COUNTY,0,359481.84,0,-85.605015,4
BAY COUNTY,225000,287416.35,0,-85.5632,3
BAY COUNTY,104752.8,76938,0,-85.5632,3
BAY COUNTY,1440000,1553904,0,-85.5632,4
BAY COUNTY,720000,1076068.8,0,-85.745805,3
BAY COUNTY,0,511492.75,0,-85.591255,1
BAY COUNTY,0,999015.62,0,-85.5916,1
BAY COUNTY,0,3526264.67,0,-85.591026,1
BAY COUNTY,0,201521.08,0,-85.56414,1
BAY COUNTY,0,58717.43,0,-85.56414,1
BAY COUNTY,0,175445.36,0,-85.59857,1
BAY COUNTY,0,1159398.25,0,-85.591103,1
BAY COUNTY,0,1327029.66,0,-85.495659,1
BAY COUNTY,0,136887.88,0,-85.536079,1
BAY COUNTY,0,495432.13,0,-85.540359,1
BAY COUNTY,0,32773.88,0,-85.5555,4
BAY COUNTY,0,94900.36,0,-85.5555,4
BAY COUNTY,0,67531.5,0,-85.5555,4
BAY COUNTY,0,803546.88,0,-85.489835,3
BAY COUNTY,0,68346.61,0,-85.5995,3
BAY COUNTY,0,5647360.91,0,-85.543732,1
BAY COUNTY,0,117560.94,0,-85.576225,3
BAY COUNTY,0,27719.63,0,-85.489835,3
